issue_no,repo,url,defect type,rationale,,,,,,,
90,WP-API,https://github.com/WP-API/WP-API/issues/90,Schema and Payload Validation Errors in POST APIs,WP_JSON_CustomPostType does not accept JSON input for editing or creating posts which is a payload handling issue.,,,,,,,
91,WP-API,https://github.com/WP-API/WP-API/issues/91,Schema and Payload Validation Errors in POST APIs,Raw data sent to the endpoint is ignored causing the endpoint to break due to improper handling of request payloads.,,,,,,,
164,WP-API,https://github.com/WP-API/WP-API/issues/164,Environment-Specific Behavior and Configuration Bugs,The revisions endpoint returns null despite existing revisions indicating a possible environment or configuration-specific issue.,,,,,,,
166,WP-API,https://github.com/WP-API/WP-API/issues/166,Runtime and Dependency Errors,A fatal error occurs when accessing a non-existent comment due to a null object dereference in the API code.,,,,,,,
221,WP-API,https://github.com/WP-API/WP-API/issues/221,Schema and Payload Validation Errors in POST APIs,The issue is about required parameter checks being performed at the wrong stage of the user API workflow which is a schema validation logic error.,,,,,,,
224,WP-API,https://github.com/WP-API/WP-API/issues/224,Schema and Payload Validation Errors in POST APIs,The media endpoint response is missing the alternative text field which indicates an incomplete or incorrect response schema.,,,,,,,
228,WP-API,https://github.com/WP-API/WP-API/issues/228,Schema and Payload Validation Errors in POST APIs,The API reads the post parent value from the wrong key in the payload causing incorrect field mapping.,,,,,,,
229,WP-API,https://github.com/WP-API/WP-API/issues/229,Schema and Payload Validation Errors in POST APIs,Draft posts return invalid date values instead of null which violates expected schema for date fields.,,,,,,,
290,WP-API,https://github.com/WP-API/WP-API/issues/290,Database/Table User Access Handling Errors,User email addresses are exposed to all users due to incorrect access control on user data in the API.,,,,,,,
299,WP-API,https://github.com/WP-API/WP-API/issues/299,Schema and Payload Validation Errors in POST APIs,The API returns inconsistent data types for the same field which complicates client deserialization logic.,,,,,,,
330,WP-API,https://github.com/WP-API/WP-API/issues/330,Query Filter and Search Parameter Handling Errors,The /posts endpoint does not return expected custom fields when the context=edit query parameter is used.,,,,,,,
409,WP-API,https://github.com/WP-API/WP-API/issues/409,Environment-Specific Behavior and Configuration Bugs,API fails to find taxonomies with dash in slug indicating a bug triggered by specific configuration of taxonomy names.,,,,,,,
411,WP-API,https://github.com/WP-API/WP-API/issues/411,Runtime and Dependency Errors,A fatal error occurs due to a null object when retrieving a child comment indicating a runtime handling issue in the API code.,,,,,,,
414,WP-API,https://github.com/WP-API/WP-API/issues/414,Schema and Payload Validation Errors in POST APIs,The issue concerns inconsistent and overwritten response fields in the API payload which can lead to confusion or schema violations for clients consuming the API.,,,,,,,
444,WP-API,https://github.com/WP-API/WP-API/issues/444,Runtime and Dependency Errors,The fatal error indicates a type mismatch in PHP code when handling the response object during a post update.,,,,,,,
492,WP-API,https://github.com/WP-API/WP-API/issues/492,Environment-Specific Behavior and Configuration Bugs,API output property names break compatibility with standard WordPress functions when used in another WordPress site environment.,,,,,,,
661,WP-API,https://github.com/WP-API/WP-API/issues/661,Query Filter and Search Parameter Handling Errors,The issue is about not passing the correct context parameter in the API response which affects the returned data.,,,,,,,
862,WP-API,https://github.com/WP-API/WP-API/issues/862,Query Filter and Search Parameter Handling Errors,The API incorrectly returns an error for a valid query with no results instead of an empty list indicating improper handling of query parameters with empty results.,,,,,,,
1023,WP-API,https://github.com/WP-API/WP-API/issues/1023,Schema and Payload Validation Errors in POST APIs,The issue concerns API responses not matching the declared schema and returning malformed objects instead of proper errors.,,,,,,,
1143,WP-API,https://github.com/WP-API/WP-API/issues/1143,Schema and Payload Validation Errors in POST APIs,The issue concerns how multiple invalid request arguments are reported and programmatically accessed during parameter validation.,,,,,,,
1227,WP-API,https://github.com/WP-API/WP-API/issues/1227,Environment-Specific Behavior and Configuration Bugs,The API returns HTML entities in JSON responses due to WordPress storage format which is not appropriate for JSON and leads to incorrect data representation.,,,,,,,
1310,WP-API,https://github.com/WP-API/WP-API/issues/1310,Environment-Specific Behavior and Configuration Bugs,The client JavaScript is broken because it references the wrong API URL which is a configuration issue affecting API behavior.,,,,,,,
1395,WP-API,https://github.com/WP-API/WP-API/issues/1395,Environment-Specific Behavior and Configuration Bugs,The REST API returns term IDs that do not match those shown in WP-Admin indicating inconsistent behavior between API and admin interface under the current environment or configuration.,,,,,,,
1548,WP-API,https://github.com/WP-API/WP-API/issues/1548,Schema and Payload Validation Errors in POST APIs,Updating only the status field via PUT unexpectedly deletes other fields indicating improper handling or validation of partial update payloads.,,,,,,,
1621,WP-API,https://github.com/WP-API/WP-API/issues/1621,Query Filter and Search Parameter Handling Errors,get_params and get_param unexpectedly include the route URL as a parameter which is not registered or expected in the endpoint.,,,,,,,
1763,WP-API,https://github.com/WP-API/WP-API/issues/1763,Query Filter and Search Parameter Handling Errors,The API incorrectly allows fetching a category term from the tag endpoint indicating improper handling of route and query parameters.,,,,,,,
1959,WP-API,https://github.com/WP-API/WP-API/issues/1959,Environment-Specific Behavior and Configuration Bugs,The media endpoint returns data in the browser but an empty array in Postman or Restangular indicating environment or configuration-specific behavior.,,,,,,,
2309,WP-API,https://github.com/WP-API/WP-API/issues/2309,Query Filter and Search Parameter Handling Errors,Paging with per_page greater than 10 returns the same results for all pages indicating incorrect handling of query parameters.,,,,,,,
2416,WP-API,https://github.com/WP-API/WP-API/issues/2416,Schema and Payload Validation Errors in POST APIs,Response includes fields not declared in the schema indicating a failure to enforce schema-driven payload validation.,,,,,,,
2426,WP-API,https://github.com/WP-API/WP-API/issues/2426,Environment-Specific Behavior and Configuration Bugs,API returns different data types for the same field based on user role configuration which leads to inconsistent behavior depending on environment settings.,,,,,,,
2582,WP-API,https://github.com/WP-API/WP-API/issues/2582,Query Filter and Search Parameter Handling Errors,Filtering terms via API can cause inconsistent array versus object output due to unset elements affecting JSON encoding.,,,,,,,
2587,WP-API,https://github.com/WP-API/WP-API/issues/2587,Schema and Payload Validation Errors in POST APIs,"The issue reports an invalid JSON schema type for ""registered_date"" which breaks parsers expecting correct schema validation.",,,,,,,
2616,WP-API,https://github.com/WP-API/WP-API/issues/2616,Query Filter and Search Parameter Handling Errors,The API fails to correctly validate boolean query parameters because they are parsed as strings in the URL.,,,,,,,
2730,WP-API,https://github.com/WP-API/WP-API/issues/2730,Schema and Payload Validation Errors in POST APIs,The update callback does not handle additional fields in the payload resulting in incomplete updates for attachment resources.,,,,,,,
2758,WP-API,https://github.com/WP-API/WP-API/issues/2758,Schema and Payload Validation Errors in POST APIs,The issue arises from inconsistent handling and validation of nested object properties in POST/PUT payloads leading to schema violations and errors.,,,,,,,
2803,WP-API,https://github.com/WP-API/WP-API/issues/2803,Query Filter and Search Parameter Handling Errors,API returns an inconsistent response type when an unsupported query parameter value is provided.,,,,,,,
13,zuul,https://github.com/Netflix/zuul/issues/13,Middleware Integration Failures in REST APIs,The issue is about Zuul returning an incorrect default HTTP status code when routing filters fail which is a middleware response handling problem.,,,,,,,
169,zuul,https://github.com/Netflix/zuul/issues/169,Volume and File Upload/Access Errors,setOriginContentLength fails for files larger than 2.15GB due to integer overflow when parsing content length.,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
